,price,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,park,Lift,Status_Under Construction,Status_unknown,neworold_Resale,Furnished_status_Semi-Furnished,Furnished_status_Unfurnished,Furnished_status_unknown,type_of_building_Individual House
176,26500000.0,1360.0,19.1066926049648,72.898956721924,3.0,2.0,1.0,1.0,1.0,0,0,1,0,0,1,0
177,22500000.0,850.0,19.1297768,72.8330161,2.0,2.0,0.0,0.0,0.0,0,0,1,0,0,1,0
178,29000000.0,1430.0,19.12238883972168,72.86602783203125,3.0,3.0,1.0,1.0,1.0,0,0,1,0,1,0,0
179,13799999.999999998,850.0,19.207601,72.879171,2.0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0
180,100000000.0,5250.0,19.1159480538682,72.9011718309236,4.0,5.0,4.0,4.0,4.0,0,0,1,0,0,1,0
181,80000000.0,1600.0,19.0815087,72.8376755,3.0,4.0,1.0,1.0,1.0,0,0,1,0,0,1,0
182,52500000.0,1500.0,19.100385665893555,72.8504638671875,3.0,3.0,0.0,0.0,0.0,0,0,0,1,0,0,0
183,25500000.0,1313.0,19.107616424560547,72.89891815185547,3.0,2.0,1.0,1.0,1.0,0,0,1,0,1,0,0
184,61800000.0,2500.0,19.043911,72.89877800000001,3.0,3.0,1.0,1.0,1.0,0,0,1,0,1,0,0
185,38000000.0,1157.0,19.006180342037,72.8286779623475,2.0,2.0,0.0,0.0,0.0,0,0,1,0,0,1,0
186,48500000.0,1100.0,19.06680489,72.85129455,3.0,3.0,0.0,0.0,0.0,0,0,0,0,0,1,0
187,29000000.0,1550.0,19.046411,72.91576500000001,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,1,0
188,18000000.0,980.0,19.075029373168945,72.90982055664062,2.0,2.0,0.0,0.0,0.0,0,0,1,0,1,0,0
189,107500000.0,3000.0,19.11740493774414,72.91024780273438,4.0,6.0,3.0,3.0,3.0,0,0,1,0,1,0,0
190,21000000.0,1100.0,19.155994,72.847275,3.0,3.0,1.0,1.0,1.0,0,0,0,0,0,1,0
191,18500000.0,955.0,19.02935005594641,72.88030444699154,2.0,2.0,1.0,1.0,1.0,0,0,1,0,0,1,0
192,47000000.0,1100.0,18.914451599121094,72.82052612304688,2.0,2.0,1.0,1.0,1.0,0,0,1,0,1,0,0
193,105000000.0,2200.0,19.070726,72.836127,4.0,4.0,0.0,0.0,0.0,0,0,1,1,0,0,0
194,56000000.0,2700.0,19.107617,72.898917,6.0,4.0,2.0,2.0,2.0,0,0,1,0,0,1,0
195,17500000.0,915.0,19.217309263073,72.8705672146112,2.0,2.0,2.0,2.0,2.0,0,0,1,0,0,1,0
196,38000000.0,2000.0,19.1228392525584,72.88452963231741,4.0,4.0,2.0,2.0,2.0,0,0,1,0,0,1,0
197,14300000.0,875.0,19.166696,72.937422,2.0,2.0,0.0,0.0,0.0,0,0,1,0,0,1,0
198,16900000.0,880.0,19.20393269,72.82766012,2.0,3.0,0.0,0.0,0.0,0,0,1,0,0,1,0
199,17500000.0,1200.0,19.158664,72.94725240000001,2.0,2.0,3.0,3.0,3.0,0,0,1,0,0,1,0
200,24200000.0,1435.0,19.03731,72.87871,2.0,2.0,3.0,3.0,3.0,0,0,1,1,0,0,0
201,35000000.0,1650.0,19.169705,72.853001,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,1,0
202,18500000.0,1046.0,19.0799983,72.8545019,2.0,2.0,0.0,0.0,0.0,0,0,1,0,1,0,0
203,15900000.0,1104.0,19.149900436401367,72.93113708496094,2.0,2.0,0.0,0.0,0.0,0,0,1,1,0,0,0
204,38500000.0,1150.0,19.07072639465332,72.83612823486328,2.0,2.0,1.0,1.0,1.0,0,0,0,0,1,0,0
205,27500000.0,1150.0,19.05634,72.91731999999999,2.0,2.0,0.0,0.0,0.0,0,0,1,0,0,1,0
206,175000000.0,1800.0,19.0575768,72.8269828,4.0,5.0,4.0,4.0,4.0,0,0,1,0,0,1,0
207,13500000.0,850.0,18.94813,72.82735,3.0,2.0,0.0,0.0,0.0,0,0,1,1,0,0,0
208,49900000.0,1850.0,19.057928,72.900514,4.0,4.0,0.0,0.0,0.0,0,0,0,0,0,1,0
209,12500000.0,850.0,19.2783121,72.8580188,2.0,2.0,1.0,1.0,1.0,0,0,1,0,0,1,0
210,22000000.0,1250.0,19.1590077,72.86927109999999,2.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0
211,22000000.0,1250.0,19.1590077,72.86927109999999,2.0,2.0,1.0,1.0,1.0,0,0,1,0,0,1,0
212,19500000.0,1296.0,19.0646382,72.8958265,3.0,2.0,1.0,1.0,1.0,0,0,1,0,0,1,0
213,21500000.0,1200.0,19.10919095,72.88469140000001,2.0,2.0,0.0,0.0,0.0,0,0,1,0,0,1,0
214,28000000.0,1150.0,19.01751708984375,72.84711456298828,2.0,3.0,1.0,1.0,1.0,0,0,1,0,1,0,0
215,29000000.0,1565.0,19.128953,72.9298045,3.0,2.0,2.0,2.0,2.0,0,0,1,0,0,1,0
216,22000000.0,1150.0,19.1345125,72.86339834,2.0,2.0,0.0,0.0,0.0,0,1,1,0,1,0,0
217,32500000.0,1755.0,19.191842,72.83458123,3.0,4.0,0.0,0.0,0.0,0,1,1,0,1,0,0
218,22500000.0,1304.0,19.114625,72.88469599999999,2.0,2.0,1.0,1.0,1.0,0,0,1,0,0,1,0
219,48000000.0,2175.0,19.122307,72.89599270000001,3.0,4.0,1.0,1.0,1.0,0,0,1,0,0,1,0
220,40000000.0,1000.0,18.944761,72.793639,2.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0
221,33000000.0,1200.0,19.12418937683105,72.83020782470703,2.0,2.0,3.0,3.0,3.0,0,0,1,0,1,0,1
222,14500000.0,811.0,19.04267,72.87111,2.0,2.0,0.0,0.0,0.0,0,0,1,1,0,0,0
223,180000000.0,3500.0,19.098821,72.8320717,4.0,5.0,2.0,2.0,2.0,0,0,0,0,0,1,0
224,12000000.0,810.0,19.159226,72.932291,2.0,2.0,0.0,0.0,0.0,0,0,1,0,0,1,0
225,19000000.0,700.0,19.032798767089844,72.89635467529297,2.0,2.0,1.0,1.0,1.0,0,0,0,1,0,0,0
226,25300000.0,1450.0,19.181124,72.839798,3.0,3.0,0.0,0.0,0.0,0,0,0,0,0,1,0
